"id","product","review","category"
"400","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"401","Sprinkler System","Average system","water pressure could be better."""""
"402","Sprinkler System","Average system","water pressure could be better."""""
"403","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"404","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"405","Sprinkler System","Average system","water pressure could be better."""""
"406","Sprinkler System","Average system","water pressure could be better."""""
"407","Sprinkler System","Average system","water pressure could be better."""""
"408","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"409","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"410","Sprinkler System","Average system","water pressure could be better."""""
"411","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"412","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"413","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"414","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"415","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"416","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"417","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"418","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"419","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"420","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"421","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"422","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"423","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"424","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"425","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"426","Sprinkler System","Average system","water pressure could be better."""""
"427","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"428","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"429","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"430","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"431","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"432","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"433","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"434","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"435","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"436","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"437","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"438","Sprinkler System","Average system","water pressure could be better."""""
"439","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"440","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"441","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"442","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"443","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"444","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"445","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"446","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"447","Sprinkler System","Average system","water pressure could be better."""""
"448","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"449","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"450","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"451","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"452","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"453","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"454","Sprinkler System","Average system","water pressure could be better."""""
"455","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"456","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"457","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"458","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"459","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"460","Sprinkler System","Average system","water pressure could be better."""""
"461","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"462","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"463","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"464","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"465","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"466","Sprinkler System","Average system","water pressure could be better."""""
"467","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"468","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"469","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"470","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"471","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"472","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"473","Sprinkler System","Average system","water pressure could be better."""""
"474","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"475","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"476","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"477","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"478","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"479","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"480","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"481","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"482","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"483","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"484","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"485","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"486","Sprinkler System","Average system","water pressure could be better."""""
"487","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"488","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"489","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"490","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"491","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"492","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"493","Sprinkler System","Average system","water pressure could be better."""""
"494","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"495","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"496","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"497","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"498","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"499","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"500","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"501","Sprinkler System","Average system","water pressure could be better."""""
"502","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"503","Sprinkler System","Average system","water pressure could be better."""""
"504","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"505","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"506","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"507","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"508","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"509","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"510","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"511","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"512","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"513","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"514","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"515","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"516","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"517","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"518","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"519","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"520","Sprinkler System","Average system","water pressure could be better."""""
"521","Sprinkler System","Average system","water pressure could be better."""""
"522","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"523","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"524","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"525","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"526","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"527","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"528","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"529","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"530","Sprinkler System","Average system","water pressure could be better."""""
"531","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"532","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"533","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"534","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"535","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"536","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"537","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"538","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"539","Sprinkler System","Average system","water pressure could be better."""""
"540","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"541","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"542","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"543","Sprinkler System","Average system","water pressure could be better."""""
"544","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"545","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"546","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"547","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"548","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"549","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"550","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"551","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"552","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"553","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"554","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"555","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"556","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"557","Sprinkler System","Average system","water pressure could be better."""""
"558","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"559","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"560","Sprinkler System","Average system","water pressure could be better."""""
"561","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"562","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"563","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"564","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"565","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"566","Sprinkler System","Average system","water pressure could be better."""""
"567","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"568","Sprinkler System","Average system","water pressure could be better."""""
"569","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"570","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"571","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"572","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"573","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"574","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"575","Sprinkler System","Average system","water pressure could be better."""""
"576","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"577","Sprinkler System","Average system","water pressure could be better."""""
"578","Sprinkler System","Average system","water pressure could be better."""""
"579","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"580","Sprinkler System","Average system","water pressure could be better."""""
"581","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"582","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"583","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"584","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"585","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"586","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"587","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"588","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"589","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"590","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"591","Sprinkler System","Average system","water pressure could be better."""""
"592","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"593","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"594","Sprinkler System","Average system","water pressure could be better."""""
"595","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"596","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"597","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"598","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"599","Sprinkler System","Average system","water pressure could be better."""""
"600","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"601","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"602","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"603","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"604","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"605","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"606","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"607","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"608","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"609","Sprinkler System","Average system","water pressure could be better."""""
"610","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"611","Sprinkler System","Average system","water pressure could be better."""""
"612","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"613","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"614","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"615","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"616","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"617","Sprinkler System","Average system","water pressure could be better."""""
"618","Sprinkler System","Average system","water pressure could be better."""""
"619","Sprinkler System","Average system","water pressure could be better."""""
"620","Sprinkler System","Average system","water pressure could be better."""""
"621","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"622","Sprinkler System","Average system","water pressure could be better."""""
"623","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"624","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"625","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"626","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"627","Sprinkler System","Average system","water pressure could be better."""""
"628","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"629","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"630","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"631","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"632","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"633","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"634","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"635","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"636","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"637","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"638","Sprinkler System","Average system","water pressure could be better."""""
"639","Compost Manure","Terrible quality manure","waste of money."""""
"640","Sprinkler System","Average system","water pressure could be better."""""
"641","Sprinkler System","Average system","water pressure could be better."""""
"642","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"643","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"644","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"645","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"646","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"647","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"648","Compost Manure","Terrible quality manure","waste of money."""""
"649","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"650","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"651","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"652","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"653","Sprinkler System","Average system","water pressure could be better."""""
"654","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"655","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"656","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"657","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"658","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"659","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"660","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"661","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"662","Sprinkler System","Average system","water pressure could be better."""""
"663","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"664","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"665","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"666","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"667","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"668","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"669","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"670","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"671","Sprinkler System","Average system","water pressure could be better."""""
"672","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"673","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"674","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"675","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"676","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"677","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"678","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"679","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"680","Compost Manure","Terrible quality manure","waste of money."""""
"681","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"682","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"683","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"684","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"685","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"686","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"687","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"688","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"689","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"690","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"691","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"692","Sprinkler System","Average system","water pressure could be better."""""
"693","Sprinkler System","Average system","water pressure could be better."""""
"694","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"695","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"696","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"697","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"698","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"699","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"700","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"701","Sprinkler System","Average system","water pressure could be better."""""
"702","Sprinkler System","Average system","water pressure could be better."""""
"703","Sprinkler System","Average system","water pressure could be better."""""
"704","Sprinkler System","Average system","water pressure could be better."""""
"705","Sprinkler System","Average system","water pressure could be better."""""
"706","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"707","Sprinkler System","Average system","water pressure could be better."""""
"708","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"709","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"710","Sprinkler System","Average system","water pressure could be better."""""
"711","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"712","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"713","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"714","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"715","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"716","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"717","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"718","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"719","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"720","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"721","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"722","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"723","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"724","Sprinkler System","Average system","water pressure could be better."""""
"725","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"726","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"727","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"728","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"729","Sprinkler System","Average system","water pressure could be better."""""
"730","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"731","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"732","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"733","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"734","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"735","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"736","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"737","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"738","Sprinkler System","Average system","water pressure could be better."""""
"739","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"740","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"741","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"742","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"743","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"744","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"745","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"746","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"747","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"748","Sprinkler System","Average system","water pressure could be better."""""
"749","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"750","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"751","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"752","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"753","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"754","Sprinkler System","Average system","water pressure could be better."""""
"755","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"756","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"757","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"758","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"759","Sprinkler System","Average system","water pressure could be better."""""
"760","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"761","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"762","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"763","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"764","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"765","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"766","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"767","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"768","Sprinkler System","Average system","water pressure could be better."""""
"769","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"770","Sprinkler System","Average system","water pressure could be better."""""
"771","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"772","Sprinkler System","Average system","water pressure could be better."""""
"773","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"774","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"775","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"776","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"777","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"778","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"779","Sprinkler System","Average system","water pressure could be better."""""
"780","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"781","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"782","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"783","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"784","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"785","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"786","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"787","Sprinkler System","Average system","water pressure could be better."""""
"788","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"789","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"790","Sprinkler System","Average system","water pressure could be better."""""
"791","Sprinkler System","Average system","water pressure could be better."""""
"792","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"793","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"794","Sprinkler System","Average system","water pressure could be better."""""
