"id","product","review","category"
"393","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"394","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"395","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"396","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"397","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"398","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"399","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"400","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"401","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"402","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"403","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"404","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"405","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"406","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"407","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"408","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"409","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"410","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"411","Sprinkler System","Average system","water pressure could be better."""""
"412","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"413","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"414","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"415","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"416","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"417","Compost Manure","Terrible quality manure","waste of money."""""
"418","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"419","Compost Manure","Terrible quality manure","waste of money."""""
"420","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"421","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"422","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"423","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"424","Sprinkler System","Average system","water pressure could be better."""""
"425","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"426","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"427","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"428","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"429","Compost Manure","Terrible quality manure","waste of money."""""
"430","Compost Manure","Terrible quality manure","waste of money."""""
"431","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"432","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"433","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"434","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"435","Sprinkler System","Average system","water pressure could be better."""""
"436","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"437","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"438","Compost Manure","Terrible quality manure","waste of money."""""
"439","Compost Manure","Terrible quality manure","waste of money."""""
"440","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"441","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"442","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"443","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"444","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"445","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"446","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"447","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"448","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"449","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"450","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"451","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"452","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"453","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"454","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"455","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"456","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"457","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"458","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"459","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"460","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"461","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"462","Sprinkler System","Average system","water pressure could be better."""""
"463","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"464","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"465","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"466","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"467","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"468","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"469","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"470","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"471","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"472","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"473","Compost Manure","Terrible quality manure","waste of money."""""
"474","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"475","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"476","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"477","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"478","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"479","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"480","Compost Manure","Terrible quality manure","waste of money."""""
"481","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"482","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"483","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"484","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"485","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"486","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"487","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"488","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"489","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"490","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"491","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"492","Compost Manure","Terrible quality manure","waste of money."""""
"493","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"494","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"495","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"496","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"497","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"498","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"499","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"500","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"501","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"502","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"503","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"504","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"505","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"506","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"507","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"508","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"509","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"510","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"511","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"512","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"513","Compost Manure","Terrible quality manure","waste of money."""""
"514","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"515","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"516","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"517","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"518","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"519","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"520","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"521","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"522","Compost Manure","Terrible quality manure","waste of money."""""
"523","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"524","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"525","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"526","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"527","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"528","Sprinkler System","Average system","water pressure could be better."""""
"529","Compost Manure","Terrible quality manure","waste of money."""""
"530","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"531","Compost Manure","Terrible quality manure","waste of money."""""
"532","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"533","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"534","Compost Manure","Terrible quality manure","waste of money."""""
"535","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"536","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"537","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"538","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"539","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"540","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"541","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"542","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"543","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"544","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"545","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"546","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"547","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"548","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"549","Sprinkler System","Average system","water pressure could be better."""""
"550","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"551","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"552","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"553","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"554","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"555","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"556","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"557","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"558","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"559","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"560","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"561","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"562","Sprinkler System","Average system","water pressure could be better."""""
"563","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"564","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"565","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"566","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"567","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"568","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"569","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"570","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"571","Compost Manure","Terrible quality manure","waste of money."""""
"572","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"573","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"574","Sprinkler System","Average system","water pressure could be better."""""
"575","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"576","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"577","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"578","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"579","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"580","Compost Manure","Terrible quality manure","waste of money."""""
"581","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"582","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"583","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"584","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"585","Compost Manure","Terrible quality manure","waste of money."""""
"586","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"587","Compost Manure","Terrible quality manure","waste of money."""""
"588","Compost Manure","Terrible quality manure","waste of money."""""
"589","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"590","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"591","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"592","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"593","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"594","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"595","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"596","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"597","Compost Manure","Terrible quality manure","waste of money."""""
"598","Compost Manure","Terrible quality manure","waste of money."""""
"599","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"600","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"601","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"602","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"603","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"604","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"605","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"606","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"607","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"608","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"609","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"610","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"611","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"612","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"613","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"614","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"615","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"616","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"617","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"618","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"619","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"620","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"621","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"622","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"623","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"624","Compost Manure","Terrible quality manure","waste of money."""""
"625","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"626","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"627","Compost Manure","Terrible quality manure","waste of money."""""
"628","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"629","Compost Manure","Terrible quality manure","waste of money."""""
"630","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"631","Compost Manure","Terrible quality manure","waste of money."""""
"632","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"633","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"634","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"635","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"636","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"637","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"638","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"639","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"640","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"641","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"642","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"643","Compost Manure","Terrible quality manure","waste of money."""""
"644","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"645","Sprinkler System","Average system","water pressure could be better."""""
"646","Compost Manure","Terrible quality manure","waste of money."""""
"647","Compost Manure","Terrible quality manure","waste of money."""""
"648","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"649","Compost Manure","Terrible quality manure","waste of money."""""
"650","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"651","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"652","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"653","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"654","Compost Manure","Terrible quality manure","waste of money."""""
"655","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"656","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"657","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"658","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"659","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"660","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"661","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"662","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"663","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"664","Compost Manure","Terrible quality manure","waste of money."""""
"665","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"666","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"667","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"668","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"669","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"670","Compost Manure","Terrible quality manure","waste of money."""""
"671","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"672","Compost Manure","Terrible quality manure","waste of money."""""
"673","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"674","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"675","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"676","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"677","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"678","Sprinkler System","Average system","water pressure could be better."""""
"679","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"680","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"681","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"682","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"683","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"684","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"685","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"686","Sprinkler System","Average system","water pressure could be better."""""
"687","Compost Manure","Terrible quality manure","waste of money."""""
"688","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"689","Compost Manure","Terrible quality manure","waste of money."""""
"690","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"691","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"692","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"693","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"694","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"695","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"696","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"697","Sprinkler System","Average system","water pressure could be better."""""
"698","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"699","Compost Manure","Terrible quality manure","waste of money."""""
"700","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"701","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"702","Compost Manure","Terrible quality manure","waste of money."""""
"703","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"704","Sprinkler System","Average system","water pressure could be better."""""
"705","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"706","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"707","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"708","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"709","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"710","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"711","Sprinkler System","Average system","water pressure could be better."""""
"712","Compost Manure","Terrible quality manure","waste of money."""""
"713","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"714","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"715","Compost Manure","Terrible quality manure","waste of money."""""
"716","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"717","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"718","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"719","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"720","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"721","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"722","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"723","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"724","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"725","Sprinkler System","Average system","water pressure could be better."""""
"726","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"727","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"728","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"729","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"730","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"731","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"732","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"733","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"734","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"735","Sprinkler System","Average system","water pressure could be better."""""
"736","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"737","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"738","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"739","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"740","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"741","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"742","Compost Manure","Terrible quality manure","waste of money."""""
"743","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"744","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"745","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"746","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"747","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"748","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"749","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"750","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"751","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"752","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"753","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"754","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"755","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"756","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"757","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"758","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"759","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"760","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"761","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"762","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"763","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"764","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"765","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"766","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"767","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"768","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"769","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"770","Compost Manure","Terrible quality manure","waste of money."""""
"771","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"772","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"773","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"774","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"775","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"776","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"777","Compost Manure","Terrible quality manure","waste of money."""""
"778","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"779","Compost Manure","Terrible quality manure","waste of money."""""
"780","Compost Manure","Terrible quality manure","waste of money."""""
"781","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"782","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"783","Compost Manure","Terrible quality manure","waste of money."""""
"784","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"785","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"786","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"787","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"788","Sprinkler System","Average system","water pressure could be better."""""
"789","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"790","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"791","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
